start_time;duration_sec;call_type;location_origin;country_origin;location_dest;country_dest;is_night_call;transaction_status;fraud_type;operator_maroc;department;call_zone;roaming_flag;call_cost_mad;high_cost_flag;long_duration_flag;international_flag;fraud_flag;fraud_risk_proba;fraud_risk_score_100
2025-05-31 16:09:56;15;international;Cairo;EG;Nairobi;KE;0;Fraudulent;sim_box_fraud;Maroc Telecom;Finance;Roaming;1;37.5;0;0;0;1;0.79186845;79.2
2025-05-31 16:09:56;26;international;Nairobi;KE;Lagos;NG;0;Fraudulent;sim_box_fraud;inwi;Commercial;Roaming;1;65.0;0;0;0;1;0.7839504;78.4
2025-05-31 16:09:56;120;local;Cairo;EG;Accra;GH;0;Fraudulent;subscription_fraud;inwi;Commercial;National;0;42.0;0;0;0;1;0.4257549;42.6
2025-05-31 16:09:56;216;local;Accra;GH;Addis Ababa;ET;0;Fraudulent;random_fraud;Maroc Telecom;Commercial;National;0;75.6;0;0;0;1;0.4332639;43.3
2025-05-31 16:09:56;65;international;Accra;GH;Cairo;EG;0;Genuine;none;Maroc Telecom;Commercial;Roaming;1;162.5;0;0;0;0;0.37250426;37.3
2025-05-31 16:09:56;68;local;Kampala;UG;Johannesburg;ZA;0;Genuine;none;inwi;IT;National;0;23.8;0;0;0;0;0.38420522;38.4
2025-05-31 16:09:56;447;local;Addis Ababa;ET;Kampala;UG;0;Genuine;none;Orange Maroc;IT;National;0;156.45;0;1;0;0;0.4391009;43.9
2025-05-31 16:09:56;165;local;Johannesburg;ZA;Nairobi;KE;0;Genuine;none;Orange Maroc;RH;National;0;57.75;0;0;0;0;0.47523016;47.5
2025-05-31 16:09:56;582;local;Addis Ababa;ET;Accra;GH;0;Fraudulent;call_masking;inwi;RH;National;0;203.7;0;1;0;1;0.42427906;42.4
2025-05-31 16:09:56;31;international;Cairo;EG;Addis Ababa;ET;0;Fraudulent;call_masking;Maroc Telecom;IT;International;0;37.2;0;0;1;1;0.8141386;81.4
2025-05-31 16:09:56;154;local;Accra;GH;Nairobi;KE;0;Fraudulent;subscription_fraud;Maroc Telecom;Support;National;0;53.9;0;0;0;1;0.47409347;47.4
2025-05-31 16:09:56;612;local;Accra;GH;Lagos;NG;0;Fraudulent;subscription_fraud;Maroc Telecom;RH;National;0;214.2;0;1;0;1;0.39489412;39.5
2025-05-31 16:09:56;309;local;Nairobi;KE;Johannesburg;ZA;0;Fraudulent;call_masking;inwi;Direction;National;0;108.15;0;0;0;1;0.5422737;54.2
2025-05-31 16:09:56;618;local;Lagos;NG;Cairo;EG;0;Genuine;none;Orange Maroc;IT;National;0;216.3;0;1;0;0;0.37562698;37.6
2025-05-31 16:09:56;44;international;Accra;GH;Lagos;NG;0;Fraudulent;sim_box_fraud;Maroc Telecom;IT;Roaming;1;110.0;0;0;0;1;0.75283414;75.3
2025-05-31 16:09:56;221;international;Kampala;UG;Accra;GH;0;Genuine;none;Maroc Telecom;Commercial;International;0;265.2;0;0;1;0;0.35815245;35.8
2025-05-31 16:09:56;128;local;Cairo;EG;Nairobi;KE;0;Genuine;none;Maroc Telecom;Finance;National;0;44.8;0;0;0;0;0.4682381;46.8
2025-05-31 16:09:56;194;local;Addis Ababa;ET;Accra;GH;0;Genuine;none;Maroc Telecom;Direction;National;0;67.9;0;0;0;0;0.45097646;45.1
2025-05-31 16:09:56;37;local;Lagos;NG;Accra;GH;0;Fraudulent;subscription_fraud;Orange Maroc;IT;National;0;12.95;0;0;0;1;0.43917686;43.9
2025-05-31 16:09:56;156;local;Kampala;UG;Kampala;UG;0;Genuine;none;Orange Maroc;RH;National;0;54.6;0;0;0;0;0.33472764;33.5
2025-05-31 16:09:56;49;international;Nairobi;KE;Kampala;UG;0;Genuine;none;inwi;Direction;International;0;58.8;0;0;1;0;0.86164784;86.2
2025-05-31 16:09:56;120;international;Kampala;UG;Addis Ababa;ET;0;Fraudulent;call_masking;Orange Maroc;RH;International;0;144.0;0;0;1;1;0.42934227;42.9
2025-05-31 16:09:56;83;local;Addis Ababa;ET;Lagos;NG;0;Fraudulent;call_masking;Maroc Telecom;IT;National;0;29.05;0;0;0;1;0.4332373;43.3
2025-05-31 16:09:56;136;local;Johannesburg;ZA;Lagos;NG;0;Fraudulent;call_masking;Orange Maroc;Finance;National;0;47.6;0;0;0;1;0.46674;46.7
2025-05-31 16:09:56;115;local;Kampala;UG;Johannesburg;ZA;0;Genuine;none;inwi;Commercial;National;0;40.25;0;0;0;0;0.3895488;39.0
2025-05-31 16:09:56;225;international;Kampala;UG;Addis Ababa;ET;0;Genuine;none;Orange Maroc;Finance;International;0;270.0;0;0;1;0;0.4266085;42.7
2025-05-31 16:09:56;168;international;Johannesburg;ZA;Nairobi;KE;0;Fraudulent;random_fraud;inwi;Commercial;International;0;201.6;0;0;1;1;0.4518801;45.2
2025-05-31 16:09:56;39;international;Johannesburg;ZA;Nairobi;KE;0;Fraudulent;sim_box_fraud;Orange Maroc;Support;International;0;46.8;0;0;1;1;0.87848955;87.8
2025-05-31 16:09:56;43;international;Johannesburg;ZA;Nairobi;KE;0;Fraudulent;sim_box_fraud;Orange Maroc;Support;International;0;51.6;0;0;1;1;0.8877172;88.8
2025-05-31 16:09:56;10;local;Lagos;NG;Addis Ababa;ET;0;Fraudulent;random_fraud;Maroc Telecom;IT;National;0;3.5;0;0;0;1;0.35021546;35.0
2025-05-31 16:09:56;88;local;Kampala;UG;Addis Ababa;ET;0;Fraudulent;random_fraud;Maroc Telecom;IT;National;0;30.8;0;0;0;1;0.3528071;35.3
2025-05-31 16:09:56;189;local;Cairo;EG;Kampala;UG;0;Fraudulent;random_fraud;Maroc Telecom;Finance;National;0;66.15;0;0;0;1;0.45499998;45.5
2025-05-31 16:09:56;339;international;Kampala;UG;Addis Ababa;ET;0;Genuine;none;Maroc Telecom;Commercial;International;0;406.8;1;0;1;0;0.45517284;45.5
2025-05-31 16:09:56;92;local;Cairo;EG;Addis Ababa;ET;0;Genuine;none;Orange Maroc;RH;National;0;32.2;0;0;0;0;0.38591552;38.6
2025-05-31 16:09:56;46;international;Johannesburg;ZA;Addis Ababa;ET;0;Fraudulent;sim_box_fraud;Maroc Telecom;Support;International;0;55.2;0;0;1;1;0.88948214;88.9
2025-05-31 16:09:56;122;local;Johannesburg;ZA;Addis Ababa;ET;0;Genuine;none;Orange Maroc;Support;National;0;42.7;0;0;0;0;0.5239137;52.4
2025-05-31 16:09:56;236;local;Addis Ababa;ET;Nairobi;KE;0;Fraudulent;call_masking;inwi;IT;National;0;82.6;0;0;0;1;0.46027625;46.0
2025-05-31 16:09:56;15;international;Lagos;NG;Cairo;EG;0;Fraudulent;sim_box_fraud;Maroc Telecom;Commercial;International;0;18.0;0;0;1;1;0.880097;88.0
2025-05-31 16:09:56;113;local;Kampala;UG;Addis Ababa;ET;0;Genuine;none;Maroc Telecom;IT;National;0;39.55;0;0;0;0;0.37100816;37.1
2025-05-31 16:09:56;22;local;Cairo;EG;Lagos;NG;0;Fraudulent;subscription_fraud;inwi;Finance;National;0;7.7;0;0;0;1;0.44953963;45.0
2025-05-31 16:09:56;80;local;Kampala;UG;Lagos;NG;0;Genuine;none;Maroc Telecom;IT;National;0;28.0;0;0;0;0;0.4238546;42.4
2025-05-31 16:09:56;58;local;Cairo;EG;Johannesburg;ZA;0;Fraudulent;call_masking;Maroc Telecom;IT;National;0;20.3;0;0;0;1;0.46465066;46.5
2025-05-31 16:09:56;85;local;Johannesburg;ZA;Lagos;NG;0;Fraudulent;subscription_fraud;Maroc Telecom;Commercial;National;0;29.75;0;0;0;1;0.42548588;42.5
2025-05-31 16:09:56;65;international;Nairobi;KE;Cairo;EG;0;Genuine;none;Maroc Telecom;Commercial;International;0;78.0;0;0;1;0;0.51162267;51.2
2025-05-31 16:09:56;92;local;Cairo;EG;Accra;GH;0;Genuine;none;inwi;IT;National;0;32.2;0;0;0;0;0.43755475;43.8
2025-05-31 16:09:56;42;local;Lagos;NG;Cairo;EG;0;Genuine;none;inwi;Direction;National;0;14.7;0;0;0;0;0.46861523;46.9
2025-05-31 16:09:56;21;international;Johannesburg;ZA;Kampala;UG;0;Fraudulent;sim_box_fraud;Orange Maroc;RH;International;0;25.2;0;0;1;1;0.8360422;83.6
2025-05-31 16:09:56;132;international;Kampala;UG;Accra;GH;0;Genuine;none;inwi;IT;International;0;158.4;0;0;1;0;0.39537886;39.5
2025-05-31 16:09:56;148;local;Cairo;EG;Addis Ababa;ET;0;Genuine;none;inwi;IT;National;0;51.8;0;0;0;0;0.40619808;40.6
2025-05-31 16:09:56;10;local;Cairo;EG;Accra;GH;0;Genuine;none;Maroc Telecom;Commercial;National;0;3.5;0;0;0;0;0.39041442;39.0
2025-05-31 16:09:56;12;local;Cairo;EG;Addis Ababa;ET;0;Genuine;none;inwi;Direction;National;0;4.2;0;0;0;0;0.6018703;60.2
2025-05-31 16:09:56;407;international;Lagos;NG;Johannesburg;ZA;0;Genuine;none;Orange Maroc;Commercial;International;0;488.4;1;1;1;0;0.46189123;46.2
2025-05-31 16:09:56;31;international;Addis Ababa;ET;Johannesburg;ZA;0;Fraudulent;sim_box_fraud;inwi;Direction;International;0;37.2;0;0;1;1;0.8408628;84.1
2025-05-31 16:09:56;189;local;Kampala;UG;Addis Ababa;ET;0;Genuine;none;inwi;RH;National;0;66.15;0;0;0;0;0.42344695;42.3
2025-05-31 16:09:56;37;international;Kampala;UG;Johannesburg;ZA;0;Fraudulent;sim_box_fraud;Maroc Telecom;RH;International;0;44.4;0;0;1;1;0.7636281;76.4
2025-05-31 16:09:56;100;international;Lagos;NG;Johannesburg;ZA;0;Genuine;none;Maroc Telecom;Commercial;International;0;120.0;0;0;1;0;0.40916336;40.9
2025-05-31 16:09:56;316;local;Cairo;EG;Lagos;NG;0;Genuine;none;Maroc Telecom;Commercial;National;0;110.6;0;0;0;0;0.3708323;37.1
2025-05-31 16:09:56;30;local;Cairo;EG;Addis Ababa;ET;0;Genuine;none;Maroc Telecom;RH;National;0;10.5;0;0;0;0;0.3606995;36.1
2025-05-31 16:09:56;153;international;Kampala;UG;Cairo;EG;0;Genuine;none;inwi;Support;International;0;183.6;0;0;1;0;0.39980814;40.0
2025-05-31 16:09:56;118;international;Kampala;UG;Johannesburg;ZA;0;Genuine;none;inwi;IT;Roaming;1;295.0;1;0;0;0;0.42585242;42.6
2025-05-31 16:09:56;62;local;Nairobi;KE;Nairobi;KE;0;Fraudulent;subscription_fraud;Maroc Telecom;RH;National;0;21.7;0;0;0;1;0.49915767;49.9
2025-05-31 16:09:56;143;international;Cairo;EG;Kampala;UG;0;Fraudulent;call_masking;Orange Maroc;Commercial;International;0;171.6;0;0;1;1;0.4240476;42.4
2025-05-31 16:09:56;289;local;Kampala;UG;Nairobi;KE;0;Fraudulent;random_fraud;Maroc Telecom;Commercial;National;0;101.15;0;0;0;1;0.4729385;47.3
2025-05-31 16:09:56;35;local;Kampala;UG;Accra;GH;0;Fraudulent;random_fraud;Maroc Telecom;Finance;National;0;12.25;0;0;0;1;0.4685455;46.9
2025-05-31 16:09:56;59;local;Nairobi;KE;Addis Ababa;ET;0;Fraudulent;random_fraud;Maroc Telecom;RH;National;0;20.65;0;0;0;1;0.4735503;47.4
2025-05-31 16:09:56;10;local;Accra;GH;Cairo;EG;0;Genuine;none;Maroc Telecom;Commercial;National;0;3.5;0;0;0;0;0.4102309;41.0
2025-05-31 16:09:56;95;local;Kampala;UG;Johannesburg;ZA;0;Genuine;none;inwi;Commercial;National;0;33.25;0;0;0;0;0.39954555;40.0
2025-05-31 16:09:56;10;international;Lagos;NG;Addis Ababa;ET;0;Genuine;none;Maroc Telecom;Support;Roaming;1;25.0;0;0;0;0;0.49272594;49.3
2025-05-31 16:09:56;23;local;Addis Ababa;ET;Kampala;UG;0;Fraudulent;call_masking;Orange Maroc;Support;National;0;8.05;0;0;0;1;0.4948065;49.5
2025-05-31 16:09:56;135;international;Addis Ababa;ET;Kampala;UG;0;Genuine;none;Orange Maroc;RH;International;0;162.0;0;0;1;0;0.3742016;37.4
2025-05-31 16:09:56;13;international;Kampala;UG;Lagos;NG;0;Fraudulent;sim_box_fraud;Maroc Telecom;Direction;International;0;15.6;0;0;1;1;0.81273574;81.3
2025-05-31 16:09:56;97;local;Kampala;UG;Kampala;UG;0;Genuine;none;inwi;Support;National;0;33.95;0;0;0;0;0.36957702;37.0
2025-05-31 16:09:56;52;local;Addis Ababa;ET;Cairo;EG;0;Genuine;none;inwi;Finance;National;0;18.2;0;0;0;0;0.38163984;38.2
2025-05-31 16:09:56;47;international;Nairobi;KE;Nairobi;KE;0;Fraudulent;sim_box_fraud;Maroc Telecom;Finance;International;0;56.4;0;0;1;1;0.8868876;88.7
2025-05-31 16:09:56;45;international;Johannesburg;ZA;Kampala;UG;0;Fraudulent;subscription_fraud;Orange Maroc;Finance;International;0;54.0;0;0;1;1;0.8870132;88.7
2025-05-31 16:09:56;87;local;Lagos;NG;Addis Ababa;ET;0;Genuine;none;Maroc Telecom;Commercial;National;0;30.45;0;0;0;0;0.31472597;31.5
2025-05-31 16:09:56;58;local;Johannesburg;ZA;Kampala;UG;0;Genuine;none;Maroc Telecom;Support;National;0;20.3;0;0;0;0;0.4288215;42.9
2025-05-31 16:09:56;34;international;Nairobi;KE;Nairobi;KE;0;Genuine;none;Maroc Telecom;Support;International;0;40.8;0;0;1;0;0.84908015;84.9
2025-05-31 16:09:56;15;local;Lagos;NG;Nairobi;KE;0;Genuine;none;Orange Maroc;Support;National;0;5.25;0;0;0;0;0.41384432;41.4
2025-05-31 16:09:56;10;local;Lagos;NG;Accra;GH;0;Genuine;none;Orange Maroc;Finance;National;0;3.5;0;0;0;0;0.4075614;40.8
2025-05-31 16:09:56;37;international;Kampala;UG;Nairobi;KE;0;Fraudulent;sim_box_fraud;Maroc Telecom;Commercial;Roaming;1;92.5;0;0;0;1;0.83368045;83.4
2025-05-31 16:09:56;209;local;Lagos;NG;Johannesburg;ZA;0;Fraudulent;call_masking;Maroc Telecom;Finance;National;0;73.15;0;0;0;1;0.48677328;48.7
2025-05-31 16:09:56;21;international;Lagos;NG;Nairobi;KE;0;Fraudulent;sim_box_fraud;inwi;IT;Roaming;1;52.5;0;0;0;1;0.8514353;85.1
2025-05-31 16:09:56;496;local;Lagos;NG;Nairobi;KE;0;Genuine;none;Maroc Telecom;Commercial;National;0;173.6;0;1;0;0;0.4148511;41.5
2025-05-31 16:09:56;107;local;Accra;GH;Johannesburg;ZA;0;Genuine;none;Maroc Telecom;IT;National;0;37.45;0;0;0;0;0.44002378;44.0
2025-05-31 16:09:56;10;international;Addis Ababa;ET;Nairobi;KE;0;Fraudulent;sim_box_fraud;Orange Maroc;Commercial;Roaming;1;25.0;0;0;0;1;0.4799122;48.0
2025-05-31 16:09:56;10;international;Addis Ababa;ET;Addis Ababa;ET;0;Genuine;none;inwi;Commercial;Roaming;1;25.0;0;0;0;0;0.3485575;34.9
2025-05-31 16:09:56;68;local;Nairobi;KE;Nairobi;KE;0;Genuine;none;Maroc Telecom;Support;National;0;23.8;0;0;0;0;0.42378068;42.4
2025-05-31 16:09:56;155;local;Addis Ababa;ET;Kampala;UG;0;Fraudulent;call_masking;Orange Maroc;IT;National;0;54.25;0;0;0;1;0.46883312;46.9
2025-05-31 16:09:56;23;local;Addis Ababa;ET;Addis Ababa;ET;0;Genuine;none;inwi;Support;National;0;8.05;0;0;0;0;0.44446224;44.4
2025-05-31 16:09:56;36;local;Kampala;UG;Accra;GH;0;Fraudulent;subscription_fraud;Maroc Telecom;Direction;National;0;12.6;0;0;0;1;0.41937602;41.9
2025-05-31 16:09:56;53;local;Johannesburg;ZA;Kampala;UG;0;Genuine;none;Orange Maroc;Support;National;0;18.55;0;0;0;0;0.5230018;52.3
2025-05-31 16:09:56;82;local;Accra;GH;Cairo;EG;0;Fraudulent;call_masking;Maroc Telecom;Support;National;0;28.7;0;0;0;1;0.32560968;32.6
